sample_id,variant,raw_mean_abs_delta_L,projected_mean_abs_delta_L,projected_mean_delta_ab,projection_mean_delta_ab,raw_mean_chroma,review_flag,review_status
im101,semantically_wrong_color,2.137718439102173,0.06400182843208313,18.4039363861084,0.2620477080345154,14.054540634155273,,unverified_candidate
im101,plausible_alternative_colorization,1.3676600456237793,0.0657901018857956,6.5272345542907715,0.0935240089893341,2.5148849487304688,,unverified_candidate
im102,semantically_wrong_color,2.4642622470855713,0.07141438126564026,42.502376556396484,1.6713566780090332,35.772422790527344,,unverified_candidate
im102,plausible_alternative_colorization,2.0781517028808594,0.07298870384693146,22.304611206054688,0.2816293239593506,12.120235443115234,,unverified_candidate
im103,semantically_wrong_color,5.452596187591553,0.07591316848993301,57.769657135009766,0.338096022605896,35.723655700683594,,unverified_candidate
im103,plausible_alternative_colorization,3.4027864933013916,0.08497339487075806,14.076688766479492,0.2586076557636261,26.05025291442871,,unverified_candidate
im106,semantically_wrong_color,2.829444169998169,0.0838627815246582,24.51468276977539,1.4019793272018433,16.774324417114258,,unverified_candidate
im106,plausible_alternative_colorization,1.8297594785690308,0.09658434987068176,21.077756881713867,0.03632592409849167,0.7408227920532227,near_grayscale,unverified_candidate
im107,semantically_wrong_color,3.6552796363830566,0.07719959318637848,17.69927978515625,1.715846061706543,22.183835983276367,,unverified_candidate
im107,plausible_alternative_colorization,3.6691172122955322,0.08096654713153839,10.649953842163086,1.4334605932235718,17.595314025878906,,unverified_candidate
im109,semantically_wrong_color,4.154040813446045,0.07696577906608582,50.686981201171875,0.25456780195236206,37.49371337890625,,unverified_candidate
im109,plausible_alternative_colorization,2.5907115936279297,0.08408375084400177,9.748929977416992,0.13612979650497437,17.467967987060547,,unverified_candidate
im110,semantically_wrong_color,2.625739097595215,0.05941472202539444,43.65367126464844,2.597003221511841,35.380821228027344,,unverified_candidate
im110,plausible_alternative_colorization,1.2272716760635376,0.06776382029056549,17.419139862060547,0.1141035407781601,8.914379119873047,,unverified_candidate
im111,semantically_wrong_color,8.814043045043945,0.07875177264213562,37.226402282714844,5.126674175262451,39.792266845703125,,unverified_candidate
im111,plausible_alternative_colorization,7.191754341125488,0.08008700609207153,9.72471809387207,0.3975592851638794,11.766252517700195,,unverified_candidate
im114,semantically_wrong_color,4.884549140930176,0.08120433986186981,58.326934814453125,3.4940061569213867,50.717769622802734,,unverified_candidate
im114,plausible_alternative_colorization,3.513040065765381,0.09610921144485474,13.539863586425781,1.3433587551116943,34.66286849975586,,unverified_candidate
im115,semantically_wrong_color,4.961176872253418,0.06611326336860657,33.38223648071289,0.2733597457408905,23.612186431884766,,unverified_candidate
im115,plausible_alternative_colorization,4.2344465255737305,0.0772668719291687,12.186777114868164,0.1469610631465912,8.361616134643555,,unverified_candidate
im117,semantically_wrong_color,1.9029654264450073,0.03249666839838028,26.540119171142578,0.9554688930511475,25.092798233032227,,unverified_candidate
im117,plausible_alternative_colorization,1.149897575378418,0.0396178737282753,12.687841415405273,0.1704193651676178,6.650618076324463,,unverified_candidate
im118,semantically_wrong_color,3.4191200733184814,0.07645360380411148,13.826391220092773,1.4807450771331787,13.702642440795898,,unverified_candidate
im118,plausible_alternative_colorization,2.8758630752563477,0.0808364748954773,3.492255687713623,0.06387180089950562,1.174011468887329,near_grayscale,unverified_candidate
im119,semantically_wrong_color,4.745200157165527,0.07601945847272873,54.932273864746094,1.4203940629959106,52.32579803466797,,unverified_candidate
im119,plausible_alternative_colorization,2.832752227783203,0.0806046724319458,19.26988983154297,0.43694767355918884,21.790481567382812,,unverified_candidate
im12,semantically_wrong_color,5.671995162963867,0.05887337774038315,44.4719352722168,11.84526252746582,52.42123794555664,,unverified_candidate
im12,plausible_alternative_colorization,1.7808324098587036,0.08519266545772552,5.054573059082031,0.08652719855308533,6.9914021492004395,,unverified_candidate
im120,semantically_wrong_color,7.407832622528076,0.07674519717693329,29.821941375732422,0.34751537442207336,25.708370208740234,,unverified_candidate
im120,plausible_alternative_colorization,6.871070384979248,0.08401261270046234,15.118904113769531,0.19495317339897156,8.871835708618164,,unverified_candidate
im121,semantically_wrong_color,2.231654167175293,0.06870419532060623,37.779762268066406,0.7251662015914917,38.29289627075195,,unverified_candidate
im121,plausible_alternative_colorization,1.7528464794158936,0.09007103741168976,8.56112289428711,0.0404038205742836,1.438394546508789,near_grayscale,unverified_candidate
im122,semantically_wrong_color,21.752914428710938,0.040558066219091415,21.835283279418945,58.65304946899414,75.60504150390625,,unverified_candidate
im122,plausible_alternative_colorization,1.0204014778137207,0.0611514113843441,8.401800155639648,0.0698835626244545,0.7659782767295837,near_grayscale,unverified_candidate
im123,semantically_wrong_color,4.880121231079102,0.07540659606456757,39.05917739868164,0.3050084412097931,26.377416610717773,,unverified_candidate
im123,plausible_alternative_colorization,4.484827041625977,0.08194544911384583,11.882617950439453,0.34280404448509216,12.692496299743652,,unverified_candidate
im124,semantically_wrong_color,5.834931373596191,0.07717318087816238,32.729637145996094,1.100719690322876,31.293102264404297,,unverified_candidate
im124,plausible_alternative_colorization,5.5767669677734375,0.08282095193862915,17.219989776611328,0.3515768051147461,13.584832191467285,,unverified_candidate
im125,semantically_wrong_color,6.411983966827393,0.04833118990063667,31.62113380432129,13.284656524658203,37.91637420654297,,unverified_candidate
im125,plausible_alternative_colorization,3.7877018451690674,0.05242162197828293,28.725732803344727,0.5516801476478577,16.542896270751953,,unverified_candidate
im127,semantically_wrong_color,2.205864906311035,0.0753839910030365,19.421430587768555,0.8067631721496582,19.56454849243164,,unverified_candidate
im127,plausible_alternative_colorization,1.281130075454712,0.08684500306844711,5.034228324890137,0.08590404689311981,2.819145917892456,,unverified_candidate
im128,semantically_wrong_color,4.310163974761963,0.0724039375782013,71.426513671875,10.362298011779785,47.98717498779297,,unverified_candidate
im128,plausible_alternative_colorization,5.7451581954956055,0.06076902151107788,25.320837020874023,0.27305054664611816,31.374073028564453,,unverified_candidate
im130,semantically_wrong_color,5.018774032592773,0.06377789378166199,39.15269470214844,2.5665602684020996,36.05458068847656,,unverified_candidate
im130,plausible_alternative_colorization,4.606965065002441,0.09121131896972656,13.830541610717773,0.17685462534427643,5.652827262878418,,unverified_candidate
im131,semantically_wrong_color,3.3656201362609863,0.07184101641178131,67.13459777832031,1.155274748802185,46.779808044433594,,unverified_candidate
im131,plausible_alternative_colorization,1.90542471408844,0.08321204781532288,19.30059051513672,0.11700154840946198,10.534768104553223,,unverified_candidate
im132,semantically_wrong_color,4.304107189178467,0.0833892673254013,18.25481414794922,1.7273485660552979,16.90666389465332,,unverified_candidate
im132,plausible_alternative_colorization,2.7807769775390625,0.10094654560089111,7.286738395690918,0.08004896342754364,1.503875970840454,near_grayscale,unverified_candidate
im133,semantically_wrong_color,3.5990865230560303,0.07148556411266327,54.63458251953125,1.551276445388794,47.055213928222656,,unverified_candidate
im133,plausible_alternative_colorization,2.136247158050537,0.08718612790107727,22.453914642333984,0.14630119502544403,12.064006805419922,,unverified_candidate
im134,semantically_wrong_color,6.496337890625,0.06642667204141617,34.06597900390625,2.534440040588379,33.861602783203125,,unverified_candidate
im134,plausible_alternative_colorization,5.766915321350098,0.08403430879116058,12.552791595458984,0.1616216003894806,3.736961841583252,,unverified_candidate
im136,semantically_wrong_color,5.739565849304199,0.06650499999523163,61.970218658447266,1.0413060188293457,55.33778381347656,,unverified_candidate
im136,plausible_alternative_colorization,3.792418956756592,0.07715129852294922,24.434232711791992,0.20961135625839233,18.23497200012207,,unverified_candidate
im137,semantically_wrong_color,2.9344868659973145,0.08224742114543915,24.008920669555664,0.9072239398956299,20.292911529541016,,unverified_candidate
im137,plausible_alternative_colorization,2.531203508377075,0.08452924340963364,12.92887020111084,0.26348716020584106,12.722624778747559,,unverified_candidate
im139,semantically_wrong_color,2.3570032119750977,0.07835762202739716,46.75277328491211,0.8291599750518799,36.30173873901367,,unverified_candidate
im139,plausible_alternative_colorization,1.7733447551727295,0.08080728352069855,16.42005157470703,0.2062164545059204,13.845494270324707,,unverified_candidate
im14,semantically_wrong_color,3.989337921142578,0.07808429002761841,21.372310638427734,0.39489835500717163,11.894039154052734,,unverified_candidate
im14,plausible_alternative_colorization,3.9611215591430664,0.08634008467197418,12.169960021972656,0.1671913117170334,3.8303322792053223,,unverified_candidate
im140,semantically_wrong_color,2.6484179496765137,0.07997512817382812,28.15686798095703,0.9732266664505005,33.60272216796875,,unverified_candidate
im140,plausible_alternative_colorization,1.3197331428527832,0.08732666075229645,7.824107646942139,0.13934311270713806,9.09006404876709,,unverified_candidate
im141,semantically_wrong_color,3.539576768875122,0.07737996429204941,35.95654296875,0.6130143404006958,33.34868621826172,,unverified_candidate
im141,plausible_alternative_colorization,2.9698424339294434,0.08292032033205032,16.063232421875,0.1740943044424057,13.688634872436523,,unverified_candidate
im142,semantically_wrong_color,2.5217225551605225,0.08182466775178909,36.627601623535156,0.4554128646850586,31.78856658935547,,unverified_candidate
im142,plausible_alternative_colorization,2.2638959884643555,0.0825345516204834,22.278270721435547,0.2691424489021301,20.231307983398438,,unverified_candidate
im143,semantically_wrong_color,5.468643665313721,0.06931623816490173,53.562931060791016,0.9348983764648438,41.7537841796875,,unverified_candidate
im143,plausible_alternative_colorization,6.51157808303833,0.08864423632621765,34.365047454833984,0.11018320918083191,3.334686279296875,,unverified_candidate
im144,semantically_wrong_color,3.374070644378662,0.07052390277385712,42.01422119140625,1.7908999919891357,46.1652946472168,,unverified_candidate
im144,plausible_alternative_colorization,4.026108741760254,0.07432113587856293,14.617362976074219,0.5939754843711853,27.90940284729004,,unverified_candidate
im145,semantically_wrong_color,5.187216758728027,0.08569516241550446,42.51017761230469,0.9252946972846985,39.42673110961914,,unverified_candidate
im145,plausible_alternative_colorization,1.8656727075576782,0.09223979711532593,13.099090576171875,0.42427200078964233,14.440206527709961,,unverified_candidate
im147,semantically_wrong_color,5.6990251541137695,0.07835064083337784,41.76649475097656,5.326681613922119,46.02989959716797,,unverified_candidate
im147,plausible_alternative_colorization,4.1287150382995605,0.08611901104450226,27.354568481445312,0.7600066661834717,21.7506103515625,,unverified_candidate
im148,semantically_wrong_color,1.6395721435546875,0.03941311687231064,18.717533111572266,0.18156230449676514,11.772941589355469,,unverified_candidate
im148,plausible_alternative_colorization,1.2767939567565918,0.04806949943304062,12.621968269348145,0.12164454162120819,2.113640308380127,,unverified_candidate
im152,semantically_wrong_color,2.243462562561035,0.07945193350315094,16.300020217895508,0.3444550335407257,7.636631488800049,,unverified_candidate
im152,plausible_alternative_colorization,2.2672486305236816,0.08261843025684357,12.417745590209961,0.12065614759922028,2.463501453399658,,unverified_candidate
im153,semantically_wrong_color,3.3608250617980957,0.07332539558410645,32.45545196533203,0.46658915281295776,37.428810119628906,,unverified_candidate
im153,plausible_alternative_colorization,3.40028977394104,0.07586141675710678,11.611422538757324,0.21493026614189148,19.077320098876953,,unverified_candidate
im154,semantically_wrong_color,2.614717960357666,0.07985381036996841,34.10104751586914,2.470299243927002,47.76372146606445,,unverified_candidate
im154,plausible_alternative_colorization,1.5010045766830444,0.08496709913015366,15.021524429321289,0.7395621538162231,26.906387329101562,,unverified_candidate
im155,semantically_wrong_color,3.355463981628418,0.06765210628509521,47.644500732421875,2.440918207168579,30.62639045715332,,unverified_candidate
im155,plausible_alternative_colorization,2.001375913619995,0.07818634808063507,16.89506721496582,0.12701107561588287,15.64352798461914,,unverified_candidate
im156,semantically_wrong_color,4.209231853485107,0.08194328099489212,34.07264709472656,1.4692270755767822,35.87176513671875,,unverified_candidate
im156,plausible_alternative_colorization,3.0335114002227783,0.08720730990171432,9.492462158203125,0.17869356274604797,8.895235061645508,,unverified_candidate
im157,semantically_wrong_color,6.2285475730896,0.07328374683856964,32.75878143310547,0.4160466194152832,30.01980972290039,,unverified_candidate
im157,plausible_alternative_colorization,6.420076370239258,0.07589639723300934,14.191898345947266,0.2516082227230072,18.93819808959961,,unverified_candidate
im158,semantically_wrong_color,6.066551685333252,0.06638941913843155,40.40214920043945,6.657810211181641,43.08055877685547,,unverified_candidate
im158,plausible_alternative_colorization,3.653247594833374,0.08720877021551132,9.022459983825684,2.10801362991333,18.179553985595703,,unverified_candidate
im159,semantically_wrong_color,3.404428482055664,0.08164699375629425,64.85364532470703,0.8905532956123352,47.399322509765625,,unverified_candidate
im159,plausible_alternative_colorization,2.7064857482910156,0.09379813075065613,22.970386505126953,0.09475961327552795,4.224574089050293,,unverified_candidate
im16,semantically_wrong_color,2.49265456199646,0.09133981168270111,35.9940299987793,0.6058037877082825,18.71382713317871,,unverified_candidate
im16,plausible_alternative_colorization,1.858954906463623,0.07381724566221237,17.808258056640625,0.24700073897838593,14.75107192993164,,unverified_candidate
im160,semantically_wrong_color,12.83511734008789,0.055868327617645264,43.1438102722168,29.173280715942383,67.07075500488281,,unverified_candidate
im160,plausible_alternative_colorization,0.6294406652450562,0.06465574353933334,24.448043823242188,0.08681701123714447,5.575554847717285,,unverified_candidate
im161,semantically_wrong_color,3.449406385421753,0.08543576300144196,19.42102813720703,1.0961304903030396,18.837785720825195,,unverified_candidate
im161,plausible_alternative_colorization,2.5250487327575684,0.08912096172571182,9.609992980957031,0.10355319082736969,5.045025825500488,,unverified_candidate
im162,semantically_wrong_color,4.261094570159912,0.07276249676942825,27.64634895324707,0.48979130387306213,22.22579574584961,,unverified_candidate
im162,plausible_alternative_colorization,4.012840270996094,0.07898694276809692,13.65235424041748,0.2159532904624939,8.665361404418945,,unverified_candidate
im163,semantically_wrong_color,3.957335948944092,0.07021104544401169,55.0657958984375,1.889435887336731,45.97455596923828,,unverified_candidate
im163,plausible_alternative_colorization,3.019573450088501,0.08614721894264221,11.207015991210938,0.15887363255023956,8.58248233795166,,unverified_candidate
